Product Name,Product ID,Price per kg,Price per unit,Brand,Category,Image URL,Minimum Quantity,Product Link,cgid,tracking_date,source
Cadeira de Refeição Branca,7130167,22.99,"€22,99/un",Happy Bear,Bebé/Alimentação e Complementos/Cadeiras de Refeição,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw8b0f4a03/images/col/713/7130167-frente.jpg?sw=280&sh=280,1 un,https://www.continente.pt/produto/cadeira-de-refeicao-branca-happy-bear-7130167.html,bebe,2024-11-15,Continente
Box Fraldas Activity XXL 11-16kg T5,7204030,34.99,"€0,28/un",Dodot,Bebé/Fraldas e Toalhitas/Fraldas 13-18kg/+18kg (T5 e T6),https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw9719522e/images/col/720/7204030-hero.jpg?sw=280&sh=280,emb. 126 un,https://www.continente.pt/produto/box-fraldas-activity-xxl-11-16kg-t5-dodot-7204030.html,bebe,2024-11-15,Continente
Papa Infantil Farinha Láctea +6M,7635921,5.99,"€6,66/kg",Cerelac,Mercearia/Alimentação Infantil/Papas Infantis,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw36a53a60/images/col/763/7635921-direito.jpg?sw=280&sh=280,emb. 900 gr,https://www.continente.pt/produto/papa-infantil-farinha-lactea-6m-cerelac-7635921.html,bebe,2024-11-15,Continente
Toalhitas Bebé Aqua Pure,7757308,9.45,"€1,57/un",Dodot,Bebé/Fraldas e Toalhitas/Toalhitas,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw72ce2d10/images/col/775/7757308-hero.png?sw=280&sh=280,emb. 6 x 48 un,https://www.continente.pt/produto/toalhitas-bebe-aqua-pure-dodot-7757308.html,bebe,2024-11-15,Continente
Nestum Mel +3A,7554421,4.25,"€7,08/kg",Nestum,Mercearia/Alimentação Infantil/Papas Infantis,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw9a69aec4/images/col/755/7554421-frente.jpg?sw=280&sh=280,emb. 600 gr,https://www.continente.pt/produto/nestum-mel-3a-nestum-7554421.html,bebe,2024-11-15,Continente
"Cama Tenda 223,2x105,5x129,7cm Lodge",512122,299.0,"€299,00/un",Twinko,"Bebé/Quarto de Bebé/Camas, Berços e Colchões",https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw11add772/images/col/812/8121791-frente.jpg?sw=280&sh=280,1 un,https://www.continente.pt/produto/cama-tenda-2232x1055x1297cm-lodge-twinko-512122.html,bebe,2024-11-15,Continente
Fraldas Sensitive 4-8kg T2,7375126,15.38,"€0,19/un",Dodot,"Bebé/Fraldas e Toalhitas/Fraldas <2kg/2-5kg/3-6kg (T0, T1 e T2)",https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw5eb4df44/images/col/737/7375126-hero.jpg?sw=280&sh=280,emb. 80 un,https://www.continente.pt/produto/fraldas-sensitive-4-8kg-t2-dodot-7375126.html,bebe,2024-11-15,Continente
Leite em Pó de Transição Optipro 2 +6M sem Glúten,4315778,13.99,"€17,49/kg",Nan,Mercearia/Alimentação Infantil/Leites Infantis,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw4634bb38/images/col/431/4315778-frente.jpg?sw=280&sh=280,emb. 800 gr,https://www.continente.pt/produto/leite-em-po-de-transicao-optipro-2-6m-sem-gluten-nan-4315778.html,bebe,2024-11-15,Continente
Conjunto de Rua Duo Cinza Tróia,7800580,199.0,"€199,00/un",Happy Bear,Bebé/Passeio e Viagem/Carrinhos de Passeio,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw417579b1/images/col/780/7800580-frente.jpg?sw=280&sh=280,1 un,https://www.continente.pt/produto/conjunto-de-rua-duo-cinza-troia-happy-bear-7800580.html,bebe,2024-11-15,Continente
Fraldas Proteção e Conforto 9-15kg T4 Pack Poupança,7575356,14.99,"€0,15/un",Continente do Bebé,Bebé/Fraldas e Toalhitas/Fraldas 4-11kg/9-15kg (T3 e T4),https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw4b85129d/images/col/757/7575356-hero.jpg?sw=280&sh=280,emb. 100 un,https://www.continente.pt/produto/fraldas-protecao-e-conforto-9-15kg-t4-pack-poupanca-continente-do-bebe-7575356.html,bebe,2024-11-15,Continente
