Product Name,Product ID,Price per kg,Price per unit,Brand,Category,Image URL,Minimum Quantity,Product Link,cgid,tracking_date,source
Espinafre Biológico,4159363,2.29,"€15,27/kg",Vitacress,"Frescos/Legumes/Couves, Brócolos e Espinafres",https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwe5a6af7e/images/col/415/4159363-frente.jpg?sw=280&sh=280,emb. 150 gr,https://www.continente.pt/produto/espinafre-biologico-vitacress-4159363.html,biologicos,2024-11-15,Continente
Leite UHT Meio Gordo sem Lactose,7745834,23.09,"€1,28/lt",Mimosa,Laticínios/Leite/Leite sem Lactose,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwb7756e3f/images/col/774/7745834-frente.jpg?sw=280&sh=280,emb. 18 x 1 lt,https://www.continente.pt/produto/leite-uht-meio-gordo-sem-lactose-mimosa-7745834.html,biologicos,2024-11-15,Continente
Hambúrguer Vegan Sabor a Frango,7526167,4.19,"€26,19/kg",The Vegetarian Butcher,Congelados/Hambúrgueres e Almôndegas,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwc18cbbc1/images/col/752/7526167-hero.jpg?sw=280&sh=280,emb. 160 gr,https://www.continente.pt/produto/hamburguer-vegan-sabor-a-frango-the-vegetarian-butcher-7526167.html,biologicos,2024-11-15,Continente
Salmão Fumado da Noruega Eco Biológico,5807845,8.39,"€104,88/kg",Martiko,Frescos/Charcutaria/Salmão Fumado e Especialidades,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw030bc0e1/images/col/580/5807845-cima.jpg?sw=280&sh=280,emb. 80 gr,https://www.continente.pt/produto/salmao-fumado-da-noruega-eco-biologico-martiko-5807845.html,biologicos,2024-11-15,Continente
Bolachas Mini Chips Chocolate sem Glúten,3576493,3.44,"€17,20/kg",Gullón,"Mercearia/Bolachas, Biscoitos e Tostas/Bolachas de Chocolate",https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw81dc5ac7/images/col/357/3576493-direito.jpg?sw=280&sh=280,emb. 200 gr,https://www.continente.pt/produto/bolachas-mini-chips-chocolate-sem-gluten-gullon-3576493.html,biologicos,2024-11-15,Continente
Vuna de Proteína Vegetal,7521286,5.89,"€33,66/kg",Garden Gourmet,Frescos/Take Away/Vegetariano e Vegan,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwcfdd37d8/images/col/752/7521286-frente.jpg?sw=280&sh=280,emb. 175 gr,https://www.continente.pt/produto/vuna-de-proteina-vegetal-garden-gourmet-7521286.html,biologicos,2024-11-15,Continente
Pudim +Proteína Caramelo,7477484,0.89,"€4,45/kg",Continente,Laticínios/Iogurtes/Iogurtes Proteína,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw9d14d24a/images/col/747/7477484-frente.png?sw=280&sh=280,emb. 200 gr,https://www.continente.pt/produto/pudim-proteina-caramelo-continente-7477484.html,biologicos,2024-11-15,Continente
Barra Proteína Chocolate,7522768,1.25,"€25,00/kg",Way Up,"Bio, Eco e Saudável/Nutrição Desportiva/Barras e Snacks",https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw4fb01b3c/images/col/752/7522768-frente.jpg?sw=280&sh=280,emb. 50 gr,https://www.continente.pt/produto/barra-proteina-chocolate-way-up-7522768.html,biologicos,2024-11-15,Continente
Massa Esparguete sem Glúten,5358916,1.99,"€3,98/kg",Milaneza,"Mercearia/Arroz, Massa e Farinha/Massa",https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw351770ee/images/col/535/5358916-hero.jpg?sw=280&sh=280,emb. 500 gr,https://www.continente.pt/produto/massa-esparguete-sem-gluten-milaneza-5358916.html,biologicos,2024-11-15,Continente
Creme Vegetal de Soja para Culinária,2377626,1.79,"€7,16/lt",Alpro,Laticínios/Natas e Bechamel/Cremes Vegetais,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dweb3502ae/images/col/237/2377626-frente.png?sw=280&sh=280,emb. 250 ml,https://www.continente.pt/produto/creme-vegetal-de-soja-para-culinaria-alpro-2377626.html,biologicos,2024-11-15,Continente
Cenoura Biológica,7382406,1.19,"€2,38/kg",Continente Bio,"Frescos/Legumes/Cenoura, Abóbora e Beterraba",https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw45098f83/images/col/738/7382406-frente.jpg?sw=280&sh=280,emb. 500 gr,https://www.continente.pt/produto/cenoura-biologica-continente-bio-7382406.html,biologicos,2024-11-15,Continente
Salsichas de Soja Veggie Lovers Lata 8 un,4962050,1.99,"€11,06/kg",Izidoro,Mercearia/Conservas/Salsichas,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwaaf30946/images/col/496/4962050-frente.jpg?sw=280&sh=280,emb. 360 gr (peso escorrido 180 gr),https://www.continente.pt/produto/salsichas-de-soja-veggie-lovers-lata-8-un-izidoro-4962050.html,biologicos,2024-11-15,Continente
Fatiado de Sabor Original,7478830,3.79,"€18,95/kg",Violife,"Bio, Eco e Saudável/Vegetariano e Vegan",https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw0bf68cc9/images/col/747/7478830-frente.png?sw=280&sh=280,emb. 200 gr,https://www.continente.pt/produto/fatiado-de-sabor-original-violife-7478830.html,biologicos,2024-11-15,Continente
Almôndegas de Proteína Vegetal,7207960,5.34,"€22,25/kg",Iglo Green Cuisine,Congelados/Hambúrgueres e Almôndegas,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwe32aa314/images/col/720/7207960-frente.jpg?sw=280&sh=280,emb. 240 gr (10 un),https://www.continente.pt/produto/almondegas-de-proteina-vegetal-iglo-green-cuisine-7207960.html,biologicos,2024-11-15,Continente
Tofu Biológico,7103466,1.89,"€4,73/kg",Continente Bio,"Bio, Eco e Saudável/Biológicos/Peixaria, Talho e Alternativas",https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dw2f14a399/images/col/710/7103466-frente.jpg?sw=280&sh=280,emb. 400 gr,https://www.continente.pt/produto/tofu-biologico-continente-bio-7103466.html,biologicos,2024-11-15,Continente
Leite UHT Magro sem Lactose,4679597,1.35,"€1,35/lt",Mimosa,Laticínios/Leite/Leite sem Lactose,https://www.continente.pt/dw/image/v2/BDVS_PRD/on/demandware.static/-/Sites-col-master-catalog/default/dwbad38a64/images/col/467/4679597-frente.jpg?sw=280&sh=280,emb. 1 lt,https://www.continente.pt/produto/leite-uht-magro-sem-lactose-mimosa-4679597.html,biologicos,2024-11-15,Continente
